,哈尔滨冰雪大世界,哈尔滨融创乐园,哈尔滨中央大街,太阳岛风景区,哈尔滨极地公园,哈尔滨极地公园·极地馆,东北虎林园,哈尔滨防洪纪念塔广场,哈尔滨市人民防洪胜利纪念塔,索菲亚广场,哈尔滨音乐公园,圣·索菲亚教堂,中华巴洛克历史文化街区,斯大林公园,哈尔滨市兆麟公园,音乐长廊,江上城堡观光索道,哈尔滨市博物馆,极乐寺,黑龙江省博物馆,中东铁路桥,哈药六版画博物馆,龙塔,体育公园,俄罗斯童话博物馆,哈尔滨市儿童公园,波塞冬海底世界,东北烈士纪念馆,哈尔滨文庙,梅金肖克百年庭院,中东铁路桥头堡,哈尔滨美术馆,哈尔滨工业大学博物馆,龙江大舞台旗舰店,雅致永悦汇养生沐浴,太阳岛风景区-东北抗日联军纪念园,平房公园,哈军工纪念馆,哈尔滨伏尔加庄园,哈尔滨清滨公园投影民宿(哈尔滨工业大学店),哈尔滨群力丁香公园地铁站亚朵酒店,万达广场(哈尔滨哈西店),凯德广场·学府,万达广场(哈尔滨香坊店),万达广场(哈尔滨哈东店),杉杉奥特莱斯广场·哈尔滨,哈特购物广场,杉杉(杉杉奥特莱斯广场·哈尔滨店),金爵万象商业广场,哈尔滨西站万达广场中心桔子水晶酒店,哈尔滨记忆城市文化主题餐厅(金中环广场店),万达影城(哈尔滨香坊万达广场店),哈尔滨西站万达广场美居酒店,波波笑剧场(哈尔滨哈西万达广场店),全季酒店(哈尔滨中央大街哈站北广场店),如家酒店(哈尔滨香坊万达广场龙塔店),希岸Deluxe酒店(哈尔滨哈西高铁站万达广场店),毛毛镇音乐主题乐园,哈尔滨民俗博物馆民宿(松花江店),快乐专+(哈尔滨店),遇见汤泉,哈尔滨枫叶小镇温泉度假酒店,滨果汤泉空间,悦溪棠温泉洗浴,禧沐汤泉,银河欢乐世界温泉洗浴,浴玺湾温泉水汇,云尚汤泉洗浴会馆,亚布力良栖青云民宿,花筑·栖禧民宿(雪谷风景区店),亚布力芳源李·1897民宿,亚布力壹号别院民宿,寒酥庄园酒店(亚布力滑雪旅游度假区),亚布力梵山雪麓民宿,琪瑞酒店(哈尔滨太平国际机场店),亚布力青年雪鼎山庄,亚布力富丽山居民宿,亚布力·沁园春lce and Snow World·轻奢别墅(亚布力南站店),亚布力滑雪温泉森林别墅,野有故里设计师民宿,花筑·西柚度假民宿(哈尔滨冰雪大世界店),亚布力玖间度假别墅(滑雪旅游度假区店),亚布力友所居温泉民宿,墅云居·Travel休闲度假民宿(亚布力滑雪旅游度假区店),亚布力青云小镇清雅轩民宿,雪谷李姐温泉酒店,嘉毅客栈(中国雪谷风景区店),佰源民宿酒店(东北虎林园店),春上汤泉,亚布力滑雪旅游度假区,哈尔滨热雪奇迹,老街滋味坊(直营旗舰店),老街滋味坊(民安小区店),偏脸子哈尔滨老烧烤(自兴街店),老街滋味坊(香坊大街店),隆栎老北京炭火锅(巴陵街),老松滨饭店(菜艺街店),老牌坊云南鱼豆花火锅(大成街店),偏脸子哈尔滨老烧烤(建国北六道街店),一头牛正宗齐齐哈尔烤肉(太古街店),哈尔滨万枫酒店(中央大街火车站店),焕彩时尚宾馆(哈尔滨站中央大街店),惟景假日酒店(哈尔滨中央大街店),哈尔滨中央大街友谊路亚朵酒店,茄子青旅(中央大街店),萤火虫青年旅舍(哈尔滨中央大街索菲亚教堂店),哈尔滨染冬青年旅舍(中央大街步行街索菲亚教堂店),稻香国际青年旅舍(哈尔滨中央大街店),豪滨假日酒店(哈尔滨火车站博物馆地铁站店),滨江快捷宾馆,VIP会所(哈尔滨凯德广场店),鸿顺旅店(哈尔滨医大二院店),有房民宿(哈尔滨理工大学店),哈尔滨天吉招待所,秦泉青年旅馆(哈尔滨南岗店),哈尔滨火车站果戈里大街漫心酒店,哈尔滨天翼快捷宾馆,顺心旅店(哈尔滨海城市场店),哈尔滨合欣旅店,哈尔滨尚志旅社,顺航宾馆(哈尔滨太平国际机场店),哈尔滨香坊金沙时尚快捷宾馆,哈尔滨喜光主题小宾馆,哈尔滨金帝宾馆,自然空间休闲宾馆(哈尔滨巴洛克极乐寺店),君康日租公寓(中华巴洛克风情街店),太阳岛宾馆(太阳大道),北舍民宿(哈尔滨北岸明珠龙湾店),雅舍青旅(哈尔滨松北区融创茂店),哈尔滨太阳岛花园酒店,哈尔滨站,哈尔滨西站,哈尔滨东站,哈尔滨北站,哈尔滨太平国际机场
老街滋味坊(香坊大街店),16.08,22.84,10.05,20.68,17.21,17.47,23.54,14.38,14.41,7.94,14.63,7.65,9.06,14.01,8.67,14.57,13.79,8.12,8.24,5.58,9.44,5.82,4.2,13.85,7.65,6.26,24.99,6.96,7.01,9.2,9.4,12.19,6.22,8.65,3.66,19.34,18.3,6.8,24.87,6.15,11.32,11.35,8.09,3.27,7.48,26.03,5.21,26.56,11.09,11.2,11.64,1.96,11.02,11.24,7.9,2.74,9.92,31.65,8.03,7.58,14.06,25.59,8.76,11.37,15.18,23.09,23.88,8.77,223.75,238.62,224.05,208.22,221.68,219.05,38.32,220.3,221.62,218.83,223.36,223.69,21.84,223.27,223.4,223.35,223.46,238.96,239.5,16.81,3.04,223.36,22.64,8.02,7.75,8.33,0.0,4.97,1.37,6.57,10.58,9.06,7.41,8.03,9.1,10.48,7.91,7.59,8.61,8.88,5.25,10.02,7.58,8.21,7.08,8.12,3.76,5.13,5.29,4.67,8.3,7.39,39.49,0.97,0.49,9.07,8.13,8.85,15.61,18.57,22.82,15.19,6.89,13.87,9.13,24.86,43.39
隆栎老北京炭火锅(巴陵街),13.73,20.49,6.61,18.33,14.86,15.12,15.91,7.22,7.24,4.93,13.24,4.64,4.59,7.54,5.66,13.18,7.22,5.11,3.78,2.57,6.43,4.38,2.53,13.9,4.64,1.97,19.75,3.95,3.73,5.35,6.39,12.24,2.9,4.56,2.97,16.99,20.41,4.14,30.76,5.03,11.63,10.82,6.79,3.79,11.63,22.08,4.54,24.21,10.56,10.67,11.69,3.79,12.04,10.72,4.89,3.22,10.93,30.88,7.24,11.73,14.88,23.25,7.97,12.05,15.49,20.74,24.18,7.98,229.64,244.51,229.94,214.12,227.57,224.94,38.63,226.19,227.51,224.72,229.25,229.58,15.7,229.16,229.29,229.25,229.35,244.85,245.39,12.86,3.46,229.25,20.29,3.41,6.96,7.03,4.97,0.0,3.94,1.72,8.36,4.28,4.47,7.39,8.46,7.54,7.26,4.65,5.67,5.94,1.5,12.62,8.18,10.07,7.82,2.4,2.53,1.21,0.93,2.5,5.78,4.45,39.53,5.82,4.9,9.57,4.04,5.05,15.65,18.61,22.87,15.23,3.94,13.91,7.48,24.91,43.44
老松滨饭店(菜艺街店),16.75,23.51,9.05,21.35,17.88,18.14,25.6,15.05,15.07,7.38,15.29,7.08,8.06,14.67,8.1,15.24,14.46,7.55,6.22,5.01,8.88,5.18,2.18,14.51,7.08,5.69,26.69,6.4,5.0,8.12,8.83,12.85,5.66,8.09,2.22,20.01,18.97,6.16,20.1,8.52,11.98,12.02,8.75,1.26,7.5,26.69,6.51,27.22,11.76,11.86,12.3,1.38,11.69,11.91,7.34,1.86,10.58,29.23,7.82,7.6,14.73,26.26,8.55,12.09,15.85,23.75,24.54,10.25,225.71,240.58,226.01,210.18,223.64,221.01,38.98,222.26,223.58,220.79,225.32,225.65,22.51,225.23,225.35,225.31,225.42,240.92,241.45,15.45,2.44,225.32,23.31,6.0,7.54,9.0,1.37,3.94,0.0,5.97,10.44,7.11,6.52,9.47,10.54,9.59,9.34,6.7,7.72,7.99,4.35,10.79,8.05,8.98,9.9,7.22,3.1,4.24,4.49,3.77,7.83,6.5,41.3,2.89,1.96,10.88,6.88,7.89,17.42,20.38,24.63,17.0,5.99,15.68,9.45,26.67,45.2
老牌坊云南鱼豆花火锅(大成街店),12.15,18.9,5.62,16.74,13.28,13.53,14.55,7.13,7.15,3.95,11.37,3.65,4.11,6.56,5.74,11.31,6.24,5.26,2.0,2.03,6.34,4.37,4.75,12.52,3.65,1.97,18.39,1.97,2.37,4.69,6.29,10.86,2.67,4.09,4.88,15.4,22.04,3.46,28.62,4.81,10.04,12.46,6.56,5.7,13.21,20.73,4.31,21.25,12.2,12.3,10.31,5.39,13.67,12.35,4.36,4.82,12.56,32.51,5.65,13.31,14.35,23.66,6.38,10.14,13.9,19.15,25.81,6.39,231.27,246.14,231.57,215.75,229.21,226.57,37.04,227.82,229.14,226.36,230.88,231.21,14.35,230.79,230.92,230.88,230.98,246.49,247.02,11.5,4.78,230.88,18.7,1.35,5.58,6.81,6.57,1.72,5.97,0.0,6.38,2.79,3.58,4.76,6.48,5.99,5.29,3.58,3.32,4.39,3.05,15.23,6.34,9.57,10.44,0.71,4.42,2.75,1.87,4.29,4.24,3.57,37.83,8.07,7.04,7.59,2.81,2.59,11.41,14.37,18.63,10.99,3.08,11.02,6.05,20.67,41.73
偏脸子哈尔滨老烧烤(建国北六道街店),6.45,13.21,3.79,11.05,7.58,7.84,13.91,4.67,4.7,3.98,5.78,3.7,6.03,4.3,5.29,5.72,4.08,4.21,7.2,5.0,5.44,11.22,9.02,6.26,3.69,6.22,29.41,4.68,7.65,2.93,5.39,4.6,4.24,5.6,9.18,9.71,22.65,8.74,32.05,2.5,3.53,8.09,5.14,10.0,17.25,16.4,3.45,16.93,7.83,7.57,4.05,11.45,9.27,7.98,3.66,8.97,8.45,36.82,1.73,17.34,6.18,15.96,2.14,6.94,9.15,13.46,29.66,0.94,230.93,245.79,231.22,215.4,228.86,226.22,32.29,227.48,228.8,226.01,230.53,230.87,12.21,230.45,230.57,230.53,230.64,246.14,246.67,14.08,8.09,230.54,13.01,10.11,1.52,5.38,10.58,8.36,10.44,6.38,0.0,6.59,4.64,3.72,1.53,4.5,2.88,3.91,4.41,3.8,6.21,10.18,4.43,7.65,6.98,6.15,6.49,8.69,7.31,6.99,2.69,4.62,32.88,11.29,9.4,1.8,12.06,6.18,6.4,9.36,13.62,5.98,4.91,7.26,18.56,15.65,36.78
一头牛正宗齐齐哈尔烤肉(太古街店),11.72,21.49,4.49,16.31,12.84,13.1,12.21,4.51,4.53,3.47,11.02,2.99,1.05,5.07,3.05,10.96,4.74,3.29,3.02,4.13,3.79,5.84,5.69,13.02,2.98,4.47,16.06,2.28,3.25,4.34,3.75,10.53,4.77,1.52,5.85,14.97,24.17,4.55,34.53,6.31,10.85,14.59,8.65,6.67,15.73,18.39,6.41,18.92,14.33,11.39,10.78,7.89,13.51,14.48,3.71,7.31,14.7,34.65,11.01,15.83,13.7,21.32,5.05,10.76,13.57,21.73,27.95,6.01,233.41,248.28,233.71,217.88,231.34,228.7,36.71,229.96,231.28,228.49,233.02,233.35,12.01,232.93,233.05,233.01,233.12,248.62,249.15,9.16,7.55,233.02,21.29,2.94,5.55,8.9,9.06,4.28,7.11,2.79,6.59,0.0,4.02,3.42,6.65,5.98,10.12,3.12,2.86,3.69,4.8,15.47,11.04,12.93,10.68,2.4,6.29,4.5,3.61,5.96,4.51,4.0,42.39,8.98,11.36,7.7,0.58,0.98,10.32,17.25,22.33,9.9,3.5,12.0,5.56,21.28,46.29
哈尔滨万枫酒店(中央大街火车站店),9.78,16.53,3.33,14.37,10.9,11.16,15.63,3.74,3.76,1.52,9.08,1.23,3.55,4.26,2.81,9.02,3.94,1.74,5.05,1.92,3.32,8.96,6.03,10.23,1.23,3.56,19.47,2.02,5.5,2.39,3.27,8.57,2.07,3.1,6.92,13.03,21.92,6.58,32.28,4.03,7.75,10.04,5.66,6.47,14.07,19.72,3.41,20.25,9.78,9.53,8.02,6.24,10.65,9.93,2.65,5.66,10.61,32.4,4.79,14.17,10.5,19.29,3.41,8.96,11.61,16.78,25.7,4.05,231.16,246.03,231.46,215.63,229.09,226.45,34.75,227.71,229.03,226.24,230.77,231.1,15.54,230.68,230.8,230.76,230.87,246.37,246.9,12.58,5.44,230.77,16.33,4.91,3.64,5.91,7.41,4.47,6.52,3.58,4.64,4.02,0.0,0.97,4.12,4.52,2.24,2.16,3.2,2.92,4.64,12.13,6.38,9.61,9.28,2.44,4.67,4.35,3.6,4.54,1.71,3.51,35.3,8.32,7.29,5.23,4.21,3.11,9.06,12.01,16.27,8.64,1.19,9.16,8.01,18.31,39.21
焕彩时尚宾馆(哈尔滨站中央大街店),8.89,15.65,2.44,13.49,10.02,10.28,16.34,3.12,3.14,1.24,8.19,1.54,3.04,3.38,2.52,8.13,3.06,1.48,5.0,2.89,2.69,10.25,8.05,9.34,1.54,4.27,19.75,2.73,5.45,1.09,2.65,7.68,3.27,2.81,8.21,12.15,21.68,6.53,32.04,3.14,6.86,8.91,5.58,9.03,17.24,18.83,3.63,19.36,8.65,8.4,7.13,7.59,10.52,8.8,0.74,7.02,9.27,32.16,2.83,17.34,10.71,18.4,2.53,7.76,10.72,15.89,25.46,3.15,230.92,245.79,231.22,215.39,228.85,226.22,33.86,227.47,228.79,226.0,230.53,230.86,14.65,230.44,230.56,230.52,230.63,246.13,246.66,12.86,6.08,230.53,15.45,4.92,2.15,5.83,8.03,7.39,9.47,4.76,3.72,3.42,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.97,8.45,17.47,38.54
惟景假日酒店(哈尔滨中央大街店),7.18,13.94,3.88,11.78,8.31,8.57,14.64,5.61,5.64,4.13,6.72,3.84,6.18,5.24,5.43,6.66,5.02,4.35,7.35,5.1,5.58,11.32,9.12,7.16,3.84,6.36,22.1,4.83,10.53,3.03,5.54,5.5,4.34,5.74,9.28,10.44,22.75,11.62,33.05,2.64,4.61,8.23,5.31,10.1,18.24,17.12,4.7,17.66,7.97,7.72,4.95,10.37,9.41,8.12,3.69,8.29,8.59,36.96,1.83,18.34,7.15,16.69,2.56,7.09,9.3,14.18,26.53,1.1,231.93,246.79,232.22,216.4,229.86,227.22,32.43,228.48,229.79,227.01,231.53,231.87,12.94,231.44,231.57,231.53,231.63,247.14,247.67,14.81,7.15,231.53,13.74,10.21,1.66,5.56,9.1,8.46,10.54,6.48,1.53,6.65,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,10.75,15.91,36.77
哈尔滨中央大街友谊路亚朵酒店,8.31,15.07,2.87,12.91,9.44,9.7,15.77,2.52,2.54,3.21,7.61,3.44,5.41,2.14,3.97,7.56,1.93,4.04,6.95,5.54,3.76,10.01,9.1,9.62,3.44,5.98,20.33,4.44,7.4,2.63,3.71,8.4,5.75,4.54,11.38,11.57,24.85,8.48,35.6,6.47,7.21,12.06,8.54,9.54,17.14,18.26,6.79,18.79,11.8,11.54,7.38,9.3,13.67,11.95,6.34,8.73,12.42,35.33,3.63,17.24,9.86,17.82,2.61,10.91,12.56,15.32,28.62,4.85,234.48,249.35,234.78,218.95,232.41,229.78,35.69,231.03,232.35,229.56,234.09,234.42,14.07,234.0,234.12,234.08,234.19,249.69,250.22,13.44,8.97,234.09,14.87,6.87,5.01,8.79,10.48,7.54,9.59,5.99,4.5,5.98,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,20.47,15.24,39.27
茄子青旅(中央大街店),8.48,15.23,2.82,13.07,9.6,9.86,15.93,3.51,3.54,2.89,8.29,2.77,4.7,3.76,4.35,8.24,3.44,3.28,6.26,3.91,4.34,10.12,7.92,8.47,2.77,5.16,21.01,3.75,9.34,1.97,4.3,6.81,3.14,4.42,8.08,11.73,21.56,10.42,31.91,3.21,5.99,8.8,5.84,8.9,17.11,18.42,3.5,18.95,8.54,8.28,6.26,9.18,10.41,8.69,1.8,7.1,9.15,32.03,1.66,17.21,8.74,17.99,2.04,7.65,9.85,15.48,25.33,2.29,230.79,245.66,231.09,215.27,228.72,226.09,32.99,227.34,228.66,225.88,230.4,230.73,14.23,230.31,230.44,230.4,230.5,246.0,246.54,16.1,5.95,230.4,15.03,9.02,2.19,6.08,7.91,7.26,9.34,5.29,2.88,10.12,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.66,9.87,16.54,38.18
萤火虫青年旅舍(哈尔滨中央大街索菲亚教堂店),9.05,15.8,2.35,13.64,10.17,10.43,14.72,2.83,2.86,0.62,8.35,0.32,2.64,3.39,1.9,8.29,3.07,0.84,3.81,2.47,2.41,6.87,6.21,9.51,0.32,3.09,18.57,1.55,4.26,1.85,2.37,7.85,2.62,2.19,6.88,12.3,22.48,5.34,32.83,4.59,7.02,10.6,6.21,6.65,14.26,18.99,3.96,19.52,10.34,10.08,7.3,6.42,11.93,10.49,2.13,5.84,11.16,38.55,2.6,14.35,9.77,18.56,2.68,9.52,10.89,16.05,26.25,3.32,231.71,246.58,232.01,216.19,229.65,227.01,34.02,228.26,229.58,226.8,231.32,231.65,14.52,231.23,231.36,231.32,231.42,246.93,247.46,11.67,6.08,231.32,15.6,3.73,3.22,6.46,7.59,4.65,6.7,3.58,3.91,3.12,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62,8.13,17.57,39.14
哈尔滨染冬青年旅舍(中央大街步行街索菲亚教堂店),9.54,16.3,2.83,14.14,10.67,10.93,14.46,3.32,3.34,1.5,8.84,0.8,2.38,3.88,1.65,8.79,3.56,1.17,3.55,2.97,2.69,6.61,7.23,10.0,0.8,3.21,18.31,1.68,4.0,2.35,2.65,8.35,3.12,1.94,6.62,12.8,22.98,5.09,31.81,4.47,7.52,10.06,6.71,7.44,15.27,20.64,4.46,20.02,9.8,9.55,7.79,7.43,11.68,9.96,1.87,6.86,10.42,39.05,3.1,15.37,11.86,19.05,3.65,8.92,11.39,16.55,30.41,3.82,231.88,246.75,232.18,216.35,229.81,227.18,34.52,228.43,229.75,226.96,231.49,231.82,14.26,231.4,231.52,231.48,231.59,247.09,247.62,11.41,7.1,231.49,16.1,3.47,3.71,6.96,8.61,5.67,7.72,3.32,4.41,2.86,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.78,8.59,18.93,39.83
稻香国际青年旅舍(哈尔滨中央大街店),8.24,15.0,0.3,12.84,9.37,9.63,15.7,1.42,1.44,1.51,7.54,1.84,3.31,1.59,2.58,7.49,1.27,1.71,5.35,3.94,2.36,8.41,7.5,9.54,1.84,4.38,18.94,2.85,5.8,0.93,2.32,8.33,4.15,3.15,8.04,11.5,23.39,6.88,35.0,4.98,7.14,10.63,7.61,7.94,15.54,18.18,5.34,18.72,10.38,10.12,7.3,7.71,12.25,10.53,2.68,7.13,10.99,33.87,2.35,15.64,9.78,17.75,1.64,9.49,11.63,15.24,27.17,3.25,233.88,248.75,234.18,218.36,231.82,229.18,34.77,230.44,231.75,228.97,233.49,233.82,14.0,233.4,233.53,233.49,233.59,249.1,249.63,12.04,7.37,233.49,14.8,5.27,3.99,7.86,8.88,5.94,7.99,4.39,3.8,3.69,2.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,9.66,16.55,39.82
豪滨假日酒店(哈尔滨火车站博物馆地铁站店),11.41,18.16,7.06,16.0,12.54,12.79,16.19,7.67,7.69,4.58,10.91,5.09,4.88,7.99,6.11,10.86,7.67,5.55,4.06,1.31,6.88,5.13,3.86,11.71,5.09,0.74,20.04,1.61,4.01,4.43,6.84,10.06,1.93,4.85,3.9,14.66,20.86,4.43,31.21,4.07,9.3,11.27,5.82,4.3,11.91,21.35,3.57,21.88,11.01,9.97,9.51,4.07,11.09,11.17,5.34,3.49,11.38,31.33,4.91,12.01,15.33,20.92,5.64,9.4,13.16,18.41,24.63,5.66,230.09,244.96,230.39,214.57,228.03,225.39,36.3,226.64,227.96,225.18,229.7,230.03,15.99,229.61,229.74,229.7,229.8,245.3,245.84,13.14,3.73,229.7,17.96,3.69,4.63,6.07,5.25,1.5,4.35,3.05,6.21,4.8,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.37,7.46,19.54,41.11
滨江快捷宾馆,16.33,26.57,15.08,20.93,17.46,17.71,23.78,14.63,14.65,14.2,20.0,12.57,16.43,14.25,13.59,19.94,14.04,13.04,15.38,10.71,15.58,15.34,13.28,18.35,12.57,12.68,39.28,11.89,14.69,14.22,15.54,11.56,9.95,16.9,13.44,19.59,14.5,15.78,29.02,8.14,10.03,6.58,6.2,11.64,18.21,26.27,8.4,26.8,6.32,6.43,11.84,10.9,6.29,6.47,11.13,12.45,5.18,26.44,13.05,18.31,11.05,30.51,13.78,6.38,11.32,26.13,20.42,9.64,227.9,234.89,228.19,212.37,225.83,223.19,33.54,224.45,225.77,222.98,227.5,227.84,22.09,227.42,227.54,227.5,227.61,235.24,235.77,23.82,9.1,227.51,26.37,14.37,12.77,6.44,10.02,12.62,10.79,15.23,10.18,15.47,12.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.48,24.48,30.28,38.35
VIP会所(哈尔滨凯德广场店),10.58,17.34,8.88,15.18,11.71,11.97,18.03,8.88,8.9,6.87,8.54,6.83,8.24,8.5,7.84,8.49,8.29,7.29,7.82,4.97,9.84,11.04,8.84,8.3,6.83,6.22,32.33,6.14,10.26,6.72,9.79,6.64,4.2,7.83,9.0,13.84,17.68,11.34,29.61,2.4,4.28,5.03,0.34,9.82,14.81,20.52,2.65,21.05,4.77,4.51,6.09,8.13,5.64,4.92,5.38,7.9,5.3,28.16,5.6,14.91,6.91,20.09,7.58,3.95,8.09,17.58,21.45,3.9,228.5,239.11,228.79,212.97,226.43,223.79,31.23,225.05,226.36,223.58,228.1,228.44,16.34,228.01,228.14,228.1,228.21,239.45,239.98,18.2,5.62,228.1,17.14,9.94,3.99,0.59,7.58,8.18,8.05,6.34,4.43,11.04,6.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.58,16.43,19.15,35.96
鸿顺旅店(哈尔滨医大二院店),13.8,23.92,12.1,18.4,14.93,15.19,21.26,12.1,12.13,10.09,10.38,10.05,13.88,11.72,11.07,10.32,11.51,10.52,12.83,8.19,13.06,12.93,10.73,8.84,10.05,10.13,32.41,9.36,12.14,9.94,13.01,9.03,7.42,14.35,10.89,17.06,14.96,13.23,30.51,5.62,7.5,4.06,3.67,11.71,19.7,23.74,5.88,24.28,3.8,3.9,9.31,9.09,3.76,3.95,8.61,9.91,2.65,25.43,10.5,19.8,8.53,27.86,11.23,3.85,8.79,23.48,18.73,7.12,229.39,236.38,229.69,213.86,227.32,224.68,30.9,225.94,227.26,224.47,229.0,229.33,19.56,228.91,229.03,228.99,229.1,236.73,237.26,21.27,7.32,229.0,23.72,11.82,7.21,3.92,8.21,10.07,8.98,9.57,7.65,12.93,9.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28,19.96,23.64,41.18
有房民宿(哈尔滨理工大学店),12.95,19.71,10.28,17.55,14.08,14.34,20.41,11.25,11.28,9.4,10.89,9.72,11.63,10.88,10.74,10.84,10.66,10.19,10.58,7.66,11.52,10.68,8.48,10.65,9.72,7.88,25.92,9.04,9.9,9.43,11.47,8.99,7.01,12.1,8.64,16.21,15.97,10.98,30.85,4.92,6.63,5.02,2.83,9.46,16.05,22.89,7.28,23.43,4.76,4.86,8.44,9.73,6.25,4.91,9.12,7.66,5.14,26.45,8.26,16.15,8.15,22.46,8.98,4.81,10.44,19.95,19.74,9.0,229.73,238.95,230.03,214.2,227.66,225.02,33.58,226.28,227.6,224.81,229.34,229.67,18.71,229.25,229.37,229.33,229.44,239.29,239.82,19.02,6.75,229.34,19.51,9.57,7.97,3.08,7.08,7.82,9.9,10.44,6.98,10.68,9.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,15.38,20.47,37.28
哈尔滨天吉招待所,11.3,18.06,4.85,15.9,12.43,12.69,14.01,5.54,5.57,3.18,10.6,2.88,2.62,5.79,4.24,10.54,5.46,3.76,2.65,2.26,4.84,5.05,5.44,11.75,2.88,2.38,17.85,1.2,2.61,3.92,4.79,10.09,2.9,2.59,5.56,14.56,22.72,3.69,29.3,5.15,9.27,11.16,6.79,6.38,14.78,20.18,4.54,20.71,10.9,10.64,9.54,6.94,13.93,11.05,4.13,6.36,11.73,33.2,4.85,14.88,12.02,23.11,4.94,10.08,13.13,18.3,26.49,5.57,231.96,246.82,232.25,216.43,229.89,227.25,36.27,228.51,229.82,227.04,231.56,231.9,13.8,231.47,231.6,231.56,231.66,247.17,247.7,10.96,6.6,231.56,17.86,2.03,4.81,7.04,8.12,2.4,7.22,0.71,6.15,2.4,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.74,6.73,19.46,41.03
